feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,target
-1.2252487495343207,-2.7627422849184238,1.2492427112343416,-1.3456238221750532,5.31769016476683,-1.3456238221750532,7.57692202805249,-2.8299928585219014,0.8023513673351731,6.0160396477341465,-0.14949884554043205,-1.3456238221750532,-1.6890705717026562,-3.1267708708435613,3.0459118663023363,0
-2.332563151885666,2.0629576254205824,-1.943626779528431,-4.6885232971973565,-0.16084202550600946,-4.6885232971973565,-3.741658130010759,1.064282822388907,-1.812750821887152,-1.4627711375914727,0.858300359819154,-4.6885232971973565,-1.0561271263539294,-0.14193065835450014,2.507893950609065,0
-5.112756140385706,-1.1307880938718118,1.0125135030177446,-0.14090052968048994,-0.4682673040309578,-0.14090052968048994,-0.6542045551807827,1.1561332192177451,0.19199632839791086,-1.2987876608791513,-3.377409403969365,-0.14090052968048994,-0.07745804596570192,3.305361928711836,2.197439285480965,0
2.728466789382291,2.3268744684645863,-2.0965900949263503,-2.9589314326590594,-0.7730519877208556,-2.9589314326590594,-3.387199823321019,2.3718571134757993,-2.9381686408133754,-1.923352496550474,-1.6555786984218526,-2.9589314326590594,2.3296790725556877,1.143527174037645,-1.7982056656376153,0
-1.6163333417564776,0.8991286332185352,0.9526667845826556,-2.2999450753656054,4.89590298452826,-2.2999450753656054,6.3330862615485035,-2.5115011508862723,-0.47415645387893995,4.758117347250132,-2.6493136761542315,-2.2999450753656054,1.1024386912168083,-0.7832675677520402,2.774660207189967,0
0.2146414569715069,-2.3502620892791204,-1.4344742568843531,-1.9522870993017627,-0.8396227141518049,-1.9522870993017627,-2.6995612206486905,2.1283362629771903,-0.9769902056268833,-1.891479577410662,0.430320990739337,-1.9522870993017627,-2.9119442631167742,1.9327606129155435,-0.23751337840495937,0
1.1494139905852476,0.5214739937291757,-1.4971218156604573,-3.5400240411836856,-0.25472333316958556,-3.5400240411836856,-2.969426842261982,0.1894704108899706,-0.981715451996107,-1.5043486309675367,0.3571680500350234,-3.5400240411836856,-1.2598309725628236,1.0145711782747944,2.168469306551553,0
-0.36924381490156244,-1.2702456959428001,3.1211748708223492,2.4560907127389657,0.5333200742650035,2.4560907127389657,2.520308759626799,1.0738287394190795,0.4656084417617044,1.8623382880756107,4.022981606113841,2.4560907127389657,-0.9738858562199609,-2.610713896009122,1.947448871851662,0
-1.1604384181546454,0.16603789720719855,-1.9056281503670716,-3.373194442254155,0.44413119293871767,-3.373194442254155,-1.6950919195628213,-2.185479984142362,-0.4039647412420936,-0.6998692467372358,-0.4862112936659759,-3.373194442254155,1.019177121398627,0.9658586226542085,1.6623799317204206,0
5.334885712859375,-1.1330501110086861,-0.6102261325902046,0.11510312259521793,1.3443571965294687,0.11510312259521793,2.5487945220056187,1.5787149027903762,-0.012794248369081856,0.6414510114217103,0.10667429437780881,0.11510312259521793,-1.550897212410117,3.5990779827706105,-4.968896408614615,1
-0.9645495704447112,-1.0709121523789753,-2.327586282481142,2.719183437164266,-1.6999653077494459,2.719183437164266,-0.7026411009874947,1.9364822439372127,0.7752612345993183,-1.3694237336899995,1.0629928141963747,2.719183437164266,-0.6797769662840399,1.4020575227157863,-3.9279983055664145,0
-3.2079792603727393,2.044070829858456,-1.7536436562252538,-2.6912895950788958,-0.5882916673062789,-2.6912895950788958,-2.864211721384266,1.5479063295459656,-2.7495783700497363,-1.7182852288291972,1.1987656616959335,-2.6912895950788958,-2.4533992341791895,1.4386378646436282,-2.072299612126433,0
-1.2508562424161411,3.744669266815446,-0.3850539883054399,-4.33735032364093,-0.3741185960482874,-4.33735032364093,-3.8088416638296314,-2.409496103691822,-0.1547302970186047,-1.6778090124033962,6.205584436629512,-4.33735032364093,-3.7886523388763735,0.23455668982483835,-1.3415189595401062,0
-1.4858682240403132,0.6531021377113959,-0.30841748017854226,-1.2031959154668406,-1.3807125561094937,-1.2031959154668406,-2.943844578577508,-2.1367821197871084,3.688310481089103,-2.582532646638302,-0.27981772799977755,-1.2031959154668406,-1.3543018438188301,3.3471308794858823,-1.742096342206577,1
-1.3429375432497628,-0.02818935775339321,0.47153876677729245,-3.6184624868688453,2.066115978687122,-3.6184624868688453,0.7501108021922298,-0.3938216982449725,-2.82138086273088,1.1409886945686845,0.38707805472447326,-3.6184624868688453,6.956458244475035,0.18966109846640844,2.3611598680698127,1
0.32619260220881263,-3.987278400034187,1.4667284332971984,2.3718464951523117,-2.221760165544989,2.3718464951523117,-2.0310966899688205,-0.4175918353646192,-1.0596088869414642,-1.3117340726828783,1.4100633132925438,2.3718464951523117,0.20837881752800158,-1.7024052309011855,-1.1194680173142166,0
0.976889783787943,2.0326112818422897,-0.008057577007945564,-1.9269966255686268,2.2190935011185573,-1.9269966255686268,2.1375599305691466,-2.7907741878073358,-0.8807561326790807,2.1752523488486553,0.4474612287981006,-1.9269966255686268,-0.11033096130737016,-1.5235147030834038,1.1514261190271209,1
3.6259981611671335,-1.540538691230197,-0.09403090782041615,-0.07460477330458937,2.1419440170982464,-0.07460477330458937,3.76037196537141,-1.6764476748892938,2.1583166752879377,1.3223657301206664,1.2072331053851597,-0.07460477330458937,-2.817708161478327,4.109214247264411,-0.6271906314249855,1
0.8050785772020812,0.13065078546093525,3.636627476812725,-1.9428084748981362,1.4072940029205199,-1.9428084748981362,0.9071074927806917,0.5430848583811365,-1.960860429998693,0.8892446728057513,-4.4967191297294855,-1.9428084748981362,-0.538034636154941,0.2826352395710985,0.6057942012965625,1
2.1216783240385664,-0.8187624170562733,3.079520095915808,-0.5949794165990889,2.152745112166552,-0.5949794165990889,2.977369415018167,0.23428124365171535,-2.1884168111632993,2.6007846962497916,-0.7738477767008808,-0.5949794165990889,7.179314074984797,-2.0475280309345414,6.443547182220679,1
0.5602772670855449,-1.2149626728751577,-0.09425811734940716,-3.560647732379787,2.155039289897539,-3.560647732379787,0.8622755979857506,-3.7831969138105292,-0.11043119449857343,1.5154146112978728,-0.2018082802239175,-3.560647732379787,-1.7913676000108611,-0.9563264164477168,0.9228402786285614,1
-0.2064654022423458,2.918150933010611,0.5491508461518251,-0.915644147937642,2.3970479754624816,-0.915644147937642,3.0708686423542586,1.3018403103200893,-1.6699438314618633,3.0189032702524643,-3.2091432549547223,-0.915644147937642,1.4566005520438743,-3.126612544050223,1.7732263693388006,1
-0.3071639682629352,2.5035965310190074,1.5468871748659865,-2.598572510179563,1.52068983835279,-2.598572510179563,0.5871131148046234,0.9334059853315567,0.595659712590505,0.90149070546288,-0.4267765991465659,-2.598572510179563,-0.22309766588458516,-0.04962745317986972,1.198816705220675,1
-2.80612392600139,-0.874502474749206,-0.36211839369727855,0.1818412326396892,2.768785775320658,0.1818412326396892,4.575527374575515,3.1864741687730067,-2.13389887993018,3.4563793829608906,0.4872233306989222,0.1818412326396892,3.478706874508209,-1.9539762188772767,-0.48441210865138384,0
-1.4412934381845397,-1.5616521876437124,0.10323238720003959,-7.568227851681015,3.9232890953951416,-7.568227851681015,0.5935588199968873,-0.8464629527170271,3.4369793900835544,3.0410836645161163,-1.1162138122846221,-7.568227851681015,-1.7968323500961412,-4.305246501725127,4.1859799560939015,1
3.9318300712709866,1.5307341590733694,0.6474455863833232,4.039515462187971,1.74826578240436,4.039515462187971,5.7147748520328765,0.3308594937343879,2.7180831549837614,3.548578836009303,-0.6501337105069,4.039515462187971,-1.342684073636655,-2.358024667707238,4.786079638825556,0
-0.18148955701146058,3.3158700063955444,-2.7094802330848093,-4.063647496171701,3.467781846948311,-4.063647496171701,2.682743194196123,-3.7309005767347516,-0.31210092563819103,2.69311266122584,0.6167813793101832,-4.063647496171701,1.7750778443677449,-0.5993760716859273,-2.3608482211002912,1
2.836844222110875,5.836896480330007,1.116371867072273,-0.9695754194838366,2.7933336100802135,-0.9695754194838366,3.6208871757656675,3.4314301779314675,-0.47647654849266113,3.6464485986484423,1.6467807225762519,-0.9695754194838366,0.040243768167736664,-4.083095422684154,2.1234326246889803,1
-1.5325413582782403,1.3274273618747376,0.3752795971080906,-0.31309880465739237,2.6662376635692087,-0.31309880465739237,4.162743628509357,-1.9750669633488,3.7201940858761695,2.790873314986269,-1.8263858782591993,-0.31309880465739237,1.672814986585721,-0.14115753100457984,1.2020628487624505,0
0.15599916290245905,-2.1731849944977535,-0.9000247333622103,-2.1960461254677606,0.655277562527424,-2.1960461254677606,-0.43079264209647494,-0.3294770163623034,0.5494632754121949,-0.29581325183050977,-1.3545890063087034,-2.1960461254677606,-0.9899235809601538,1.635257820003295,-1.4785755589489944,1
-4.046065853770448,-3.0670686445958877,1.862452943445946,0.19676025276452047,-0.42796463754419495,0.19676025276452047,-0.6044815980616933,2.7095685590375176,1.3239690679673575,-0.2549903599684201,-2.702050961516302,0.19676025276452047,0.19331201857603073,-0.6376123115050938,2.299966587883755,0
-1.0063947002316473,2.5723934418428214,-0.09623252286764195,2.5881222753604356,-0.1602808951955636,2.5881222753604356,1.4421675515720727,-0.4700470374568551,-0.31725778517908615,1.2614681913614316,-2.389700145351905,2.5881222753604356,-0.9367882424250474,-3.056823840536439,0.37377206922252393,0
0.5711353380839451,-0.17402572143561232,-1.856069814615787,-3.653632558263973,2.665953035449384,-3.653632558263973,1.6665837708404667,-0.5097097410953896,-1.3926002017155028,1.9355108446376852,-4.003325307648528,-3.653632558263973,-2.1816989469448536,-0.5244363274277357,2.1219901210214895,1
-2.725805834377639,1.051133948019242,-2.0306233609085607,-0.026520389460473304,3.8810153966004335,-0.026520389460473304,6.2638269174813574,-0.9559169345138143,-1.4569654450879121,4.567113052293804,0.8252097214306222,-0.026520389460473304,-0.6291674904511614,-1.8755201018548113,0.9516791506637295,0
2.96731102701298,-1.4698815018887583,0.06541590482257914,-7.35794037612804,5.2885242290786785,-7.35794037612804,3.0242163650177463,1.6019834325608928,1.5760071390960864,4.4893543910587645,2.0535301196243636,-7.35794037612804,-1.2424704262854922,-4.005582195453231,1.5311437534173782,1
2.206743611415338,3.5795435170667136,4.012522832059069,-1.8927332941035049,2.981160425826202,-1.8927332941035049,3.594578387460438,-4.654827502271468,0.5600952899987033,2.410835375704676,0.669346278170079,-1.8927332941035049,-0.16537883625170524,1.0361284344300863,-0.7386303463541417,1
-1.1373615037948344,1.8530276556498357,2.196988969038344,-0.5681647896004618,2.409395197802272,-0.5681647896004618,3.279208102003329,-0.44821695790940713,-0.4047193221890053,3.364483255043145,-0.7094732488321538,-0.5681647896004618,0.8488990165350904,-4.146929032160564,-1.5369667701684322,1
2.7208733595179884,-2.6395506304872725,-0.17151917462852592,3.43268388939594,-0.7625693741850846,3.43268388939594,1.679668396390448,-1.9603528339403815,0.17466609023707846,-1.2085238609139644,3.481149120958119,3.43268388939594,0.11109613522955088,5.93722161094993,2.399876918503136,0
2.4382588771736833,1.6953091961600688,0.32349935018657666,-0.02464074792572335,3.8007821653722593,-0.02464074792572335,6.052012789466777,-2.8522402063081125,3.3101403632439035,4.756112198475197,-0.6546472352115903,-0.02464074792572335,-0.12965196202550305,-3.0693215913149747,0.11932496840704555,0
0.8441620925812865,-1.5302125225373857,-0.39914986534925195,-2.8542257547871412,-0.2092652791775122,-2.8542257547871412,-2.3706065933873095,-1.6061256052948296,-3.9144173602848387,-1.3189463506685488,-1.250767294690926,-2.8542257547871412,1.215316759686305,1.2616784530567768,-1.0020703951291197,0
-3.0991696279502867,-1.4168650951977126,0.8483180706374593,1.1168568988887513,0.382663356275908,1.1168568988887513,1.332688162771603,-1.9132110547906984,-2.7194273940995175,1.1488801828039188,-3.1530120907027754,1.1168568988887513,0.06954053554637293,-1.85074519297893,0.6824030146306966,0
-2.1138546465875163,-1.5008882579625678,-2.4438077904423516,-2.5658348282191707,-0.4181690116516014,-2.5658348282191707,-2.490130254110687,3.066836027869155,-2.044133817001134,-1.502375601062609,-1.2519816866519073,-2.5658348282191707,4.746429283049191,1.443665925284924,3.838164390498012,0
-2.0795877669355503,0.0585624371209627,0.24175708435831086,-1.7765092968821095,-0.19941962428735396,-1.7765092968821095,-1.5040845166098022,0.7285036111178441,2.695993204019127,-1.1858297006561174,-0.003544719529770575,-1.7765092968821095,-3.3336996886442316,2.052713227456576,-1.3903898489726028,0
0.3874044474440701,0.9989591100976918,1.3819075720915577,-2.262664157638434,3.2294564857480985,-2.262664157638434,3.750814763296784,2.0486111856276836,1.0520360922074887,2.504802332686233,1.7742648746324403,-2.262664157638434,1.739376179697058,1.3266478302192373,1.9744105538398478,1
-2.5462559697066016,-2.0213188214035704,1.344422794026093,3.1834147947618914,0.8170803479880797,3.1834147947618914,3.6015809740418927,0.6710072308540236,-0.14062351915122434,2.1163304472782736,-3.2115133685870467,3.1834147947618914,0.11535141132079106,-1.5031993529708927,2.0640276594267344,0
0.6630207669554717,0.15365836000142433,2.5706317714301585,0.7302269396775247,1.4650855293148872,0.7302269396775247,2.8213233261304564,-1.0746928123234216,-0.9081576826320499,2.2407628402469095,3.347234662233629,0.7302269396775247,1.0622651223177357,-2.0479582621624464,-2.258853022346873,0
-0.44477806796440533,0.15894627207690373,0.4345213556174146,-4.57897399636878,-0.5666775598202144,-4.57897399636878,-4.343796224692497,-1.391270993068417,1.1026485360937077,-1.8216068035366602,-2.426268270398124,-4.57897399636878,-0.8548626386087653,-0.33164326427243074,0.9109163949789033,0
0.5371185449062997,-1.7909673213327324,-0.33883056839435927,-1.0584074336509763,1.6872459747514184,-1.0584074336509763,1.8072404254950327,0.9141494090546952,6.5405293941597105,2.1721709497130144,0.2651783571272195,-1.0584074336509763,3.061403712898956,-2.9152143090168376,-0.9758668147988456,1
